940,5997,,,2011/4/18 13:07,3
469434,5997,,,,
59775,5997,,,,
35084,5997,,,,
120035,5997,,,,
4555661,5997,,,,
26423236,5997,,,,
27971,5997,,,,
149332,5997,,,,
1775745,5997,,,,
6026,5997,,,,
1127343,5997,,,,
47557792,5997,,,,
1136130,5997,,,,
197614,5997,,,,
4708601,5997,,,,
7294,5997,,,,
5049,5997,,,,
3208,5997,,,,
16462,5997,,,,
2352845,5997,,,,
803557,5997,,,,
2531810,5997,,,,
4234273,5997,,,,
3333635,5997,,,,
3284387,5997,,,,
8938427,5997,,,,
7774,5997,,,,
9446,5997,,,,
462844,5997,,,,
6658170,5997,,,,
924591,5997,,,,
9663874,5997,,,,
4318244,5997,,,,
11602,5997,,,,
183,5997,,,,
11494393,5997,,,,
225764,5997,,,,
9674796,5997,,,,
15841,5997,,,,
7810452,5997,,,,
1486,5997,,,,
5998489,5997,,,,
13668,5997,,,,
10768,5997,,,,
3780282,5997,,,,
2993624,5997,,,,
213161,5997,,,,
11387,5997,,,,
3669273,5997,,,,
124162,5997,,,,
11068727,5997,,,,
22229,5997,,,,
25803,5997,,,,
1334,5997,,,,
5571430,5997,,,,
7104999,5997,,,,
213884,5997,,,,
112249,5997,,,,
20306194,5997,,,,
20021977,5997,,,,
6788277,5997,,,,
20817312,5997,,,,
27524455,5997,,,,
3311,5997,,,,
9521580,5997,,,,
422032,5997,,,,
29393609,5997,,,,
634,5997,,,,
6415,5997,,,,
19998,5997,,,,
27650058,5997,,,,
384601,5997,,,,
26128490,5997,,,,
7845,5997,,,,
26985008,5997,,,,
5633998,5997,,,,
72497,5997,,,,
11328039,5997,,,,
1565,5997,,,,
16172693,5997,,,,
96722,5997,,,,
36376,5997,,,,
55804,5997,,,,
9104065,5997,,,,
30316216,5997,,,,
2697640,5997,,,,
6888035,5997,,,,
11836170,5997,,,,
26234957,5997,,,,
39632563,5997,,,,
7062157,5997,,,,
15267409,5997,,,,
31887865,5997,,,,
4234,5997,,,,
42194442,5997,,,,
2285664,5997,,,,
42197578,5997,,,,
17317680,5997,,,,
286609,5997,,,,
32902832,5997,,,,
43657353,5997,,,,
30267121,5997,,,,
1919637,5997,,,,
1848834,5997,,,,
26650,5997,,,,
27273959,5997,,,,
2745577,5997,,,,
