17759,15452497,10.0,0.0
118986,76429513,10.0,0.0
46815,5786003,5.0,0.0
103470,2796053,10.0,0.0
24064,4230805,5.0,0.0
36194,62991355,5.0,0.0
126283,31195250,10.0,0.0
143347,496,5.0,0.0
46815,3347566,10.0,0.0
17759,37396099,5.0,0.0
126283,58917516,5.0,0.0
17759,28379386,10.0,0.0
1767044,27419686,8.0,3.0
23386,4849814,3.0,3.0
5963918,3928911,8.0,3.0
3994427,59516102,10.0,0.0
126282,12666384,3.0,3.0
99023,129987612,10.0,0.0
5963918,1485739,3.0,3.0
98305,619781,8.0,3.0
22152,2635,3.0,3.0
5963918,27191973,3.0,3.0
2299919,13465629,3.0,3.0
5963918,9280370,8.0,3.0
23386,22294357,8.0,3.0
325093,5032202,5.0,0.0
3206,78029,3.0,3.0
143347,33415623,13.0,3.0
100287,15906466,5.0,0.0
1767044,6801328,3.0,3.0
203026,33347059,5.0,0.0
50868,35697154,10.0,0.0
115492,3417325,3.0,3.0
17759,341155,5.0,0.0
17759,32785351,5.0,0.0
5963918,123130371,10.0,0.0
17759,28379362,5.0,0.0
2272551,27992058,8.0,3.0
5963918,22086099,3.0,3.0
3994427,103693967,10.0,0.0
103470,6903280,10.0,0.0
159487,2778754,5.0,0.0
48368,20633543,10.0,0.0
104205,34394900,5.0,0.0
2299919,7030959,10.0,0.0
36194,17889434,10.0,0.0
98279,3696763,3.0,3.0
24064,127609845,10.0,0.0
60647,49887,10.0,0.0
115492,45481100,3.0,3.0
85120,53852077,10.0,0.0
115492,85026122,10.0,0.0
115492,240036,5.0,0.0
36194,63910008,10.0,0.0
126283,11317554,3.0,3.0
24064,30418396,8.0,3.0
5963918,4492368,5.0,0.0
100287,3231,3.0,3.0
126282,2639575,10.0,0.0
22152,501787,3.0,3.0
17759,4181964,10.0,0.0
1767044,17342045,10.0,0.0
5963918,52726,5.0,0.0
17759,7923164,10.0,0.0
115492,43209500,10.0,0.0
5963918,25446459,3.0,3.0
3206,3728157,5.0,0.0
17759,121721,3.0,3.0
115492,6069291,3.0,3.0
24064,80873,3.0,3.0
22152,53970241,10.0,0.0
159487,19609342,5.0,0.0
22152,3841856,10.0,0.0
17759,17394974,10.0,0.0
5963918,5516328,8.0,3.0
15527,25931,3.0,3.0
4542800,105278372,10.0,0.0
5963918,11312330,8.0,3.0
5963918,44201956,10.0,0.0
302369,12144868,3.0,3.0
24064,17404142,3.0,3.0
126282,64272890,10.0,0.0
48368,6245567,13.0,3.0
5963918,22763372,8.0,3.0
325093,25003885,10.0,0.0
159563,13465629,3.0,3.0
22152,52816515,3.0,3.0
143347,38377842,13.0,3.0
126282,110431304,10.0,0.0
115492,3179542,10.0,0.0
17759,37062631,10.0,0.0
98279,7297650,8.0,3.0
2299919,7815516,3.0,3.0
17759,5081606,5.0,0.0
85120,11012051,3.0,3.0
98734,8345779,8.0,3.0
100287,13392411,8.0,3.0
5963918,94531002,10.0,0.0
126282,16238937,10.0,0.0
69115,35743206,8.0,3.0
98279,32136,3.0,3.0
46815,451938,10.0,0.0
17759,73910116,10.0,0.0
143347,565654,3.0,3.0
17759,26227011,5.0,0.0
60647,2791199,10.0,0.0
143347,136919948,10.0,0.0
17759,95278955,10.0,0.0
69115,14257518,10.0,0.0
103470,2427117,10.0,0.0
23386,5464882,3.0,3.0
24064,23141690,3.0,3.0
126282,10415151,8.0,3.0
159563,5643680,3.0,3.0
5963918,29121431,8.0,3.0
24064,55101789,3.0,3.0
5963918,23252693,10.0,0.0
48368,44444268,10.0,0.0
159563,3633,3.0,3.0
48368,2312841,3.0,3.0
85120,32136,3.0,3.0
3206,21095166,3.0,3.0
126282,4825829,10.0,0.0
24064,32709320,3.0,3.0
100287,19266980,10.0,0.0
17759,20133872,5.0,0.0
126286,10165056,10.0,0.0
126283,31740271,3.0,3.0
69115,82412747,10.0,0.0
50868,911286,10.0,0.0
126282,31969138,10.0,0.0
50868,115705,3.0,3.0
22152,53761720,3.0,3.0
11015852,135642635,10.0,0.0
5963918,29261651,3.0,3.0
22152,1086065,5.0,0.0
17759,688885,10.0,0.0
143347,8048205,13.0,3.0
2272551,6026,3.0,3.0
5963918,56216,3.0,3.0
159563,4485799,3.0,3.0
17759,16520754,10.0,0.0
17759,15452330,5.0,0.0
5963918,29866377,8.0,3.0
50868,729864,10.0,0.0
17759,86463148,5.0,0.0
143347,5941548,8.0,3.0
143347,11438478,13.0,3.0
3206,10393750,3.0,3.0
98305,9280370,3.0,3.0
17759,275778,5.0,0.0
17759,5516878,10.0,0.0
118986,11459394,3.0,3.0
50868,54035,3.0,3.0
36194,269864,5.0,0.0
15527,10224776,5.0,0.0
5963918,33775866,10.0,0.0
23386,22254754,10.0,0.0
5963918,33164472,3.0,3.0
15527,67803,3.0,3.0
48368,381130,3.0,3.0
22152,670641,3.0,3.0
69115,8018705,10.0,0.0
17759,56194735,5.0,0.0
48368,4832378,5.0,0.0
4542800,923316,3.0,3.0
17759,108536897,5.0,0.0
48368,50191228,3.0,3.0
5963918,4369063,3.0,3.0
1414854,81840177,10.0,0.0
15527,213658,13.0,3.0
159563,4209249,3.0,3.0
104205,57651,5.0,0.0
143347,13796291,10.0,0.0
17759,35361542,10.0,0.0
50868,22815655,10.0,0.0
99023,22160146,10.0,0.0
126282,11315920,5.0,0.0
3206,19265844,8.0,3.0
24064,459768,8.0,3.0
36194,40112826,10.0,0.0
17759,2749716,10.0,0.0
24064,50078877,8.0,3.0
46815,4096808,10.0,0.0
100287,23588693,3.0,3.0
85120,27111102,10.0,0.0
302369,19021159,3.0,3.0
2319129,3830632,3.0,3.0
24064,14561005,8.0,3.0
17759,502230,8.0,3.0
17759,28781255,5.0,0.0
5963918,8399217,8.0,3.0
46815,35370137,10.0,0.0
115492,2208453,8.0,3.0
17759,75618560,5.0,0.0
36194,867354,5.0,0.0
115492,8030932,8.0,3.0
115492,3671423,8.0,3.0
46815,839476,8.0,3.0
48368,420588,3.0,3.0
203026,6126682,10.0,0.0
17759,12039070,10.0,0.0
104205,18394990,3.0,3.0
5963918,7815516,3.0,3.0
104205,1237489,5.0,0.0
24064,30378447,3.0,3.0
69115,14413953,10.0,0.0
3994427,32248224,10.0,0.0
143347,29899333,8.0,3.0
2299919,33788741,3.0,3.0
5963918,35571567,3.0,3.0
17759,57325023,10.0,0.0
15527,2210654,13.0,3.0
24064,120988819,10.0,0.0
5963918,101577938,10.0,0.0
48368,1370401,3.0,3.0
5963918,52105028,3.0,3.0
159563,3728157,5.0,0.0
85120,3121064,5.0,0.0
5963918,8284812,3.0,3.0
5963918,45879259,3.0,3.0
17759,38219580,10.0,0.0
5963918,11156720,3.0,3.0
203026,16167153,3.0,3.0
3206,9457,3.0,3.0
17759,24562135,10.0,0.0
17759,10153416,8.0,3.0
69115,103313175,3.0,3.0
24064,20960037,3.0,3.0
50868,1036837,13.0,3.0
3994427,10145227,10.0,0.0
5963918,53792881,3.0,3.0
17759,9724311,10.0,0.0
5963918,24558,3.0,3.0
5963918,14625861,10.0,0.0
23386,140844,3.0,3.0
17759,1946921,10.0,0.0
143347,112486091,10.0,0.0
104205,25021118,3.0,3.0
98305,1881264,3.0,3.0
5963918,93452514,3.0,3.0
103470,38346239,10.0,0.0
23386,11459394,3.0,3.0
17759,33443529,5.0,0.0
69115,17518585,10.0,0.0
69115,4316415,5.0,0.0
3206,32508438,3.0,3.0
36194,21712611,10.0,0.0
4542800,14899848,3.0,3.0
17759,82691991,5.0,0.0
85120,12326663,5.0,0.0
2319129,13752893,5.0,0.0
2299919,7651470,5.0,0.0
69115,6338062,10.0,0.0
24064,21352492,10.0,0.0
4542800,55664673,8.0,3.0
5963918,43530164,10.0,0.0
3206,1404647,3.0,3.0
2272551,27687339,10.0,0.0
17759,29185508,8.0,3.0
17759,8426799,10.0,0.0
17759,95261902,10.0,0.0
17759,33316595,5.0,0.0
115492,2567363,10.0,0.0
24064,27428923,10.0,0.0
325093,1804944,5.0,0.0
126282,17313129,10.0,0.0
17759,16518759,10.0,0.0
159563,16085723,3.0,3.0
5963918,90185103,8.0,3.0
2319129,7398396,10.0,0.0
69115,134854462,3.0,3.0
5963918,33560696,10.0,0.0
115492,24188020,10.0,0.0
24064,7516461,10.0,0.0
159487,2778743,8.0,3.0
17759,2749674,10.0,0.0
103470,3095767,3.0,3.0
98305,8504297,3.0,3.0
69115,10127099,5.0,0.0
302369,7297650,3.0,3.0
17759,64655551,3.0,3.0
115492,113767130,10.0,0.0
98305,3129147,8.0,3.0
115492,20294949,8.0,3.0
98305,5603,8.0,3.0
3738960,57651,3.0,3.0
3206,10281463,8.0,3.0
17759,120009310,13.0,3.0
115492,31137499,10.0,0.0
143347,16165852,13.0,3.0
85120,54035,8.0,3.0
159487,2811055,5.0,0.0
5963918,50191228,3.0,3.0
5963918,28953050,3.0,3.0
143347,17668960,10.0,0.0
115492,118590289,10.0,0.0
30054780,118681725,13.0,3.0
126283,103313175,3.0,3.0
24064,71255784,3.0,3.0
30054780,115570688,10.0,0.0
69115,459179,5.0,0.0
143347,14362902,10.0,0.0
17759,200310,5.0,0.0
11015852,32142076,8.0,3.0
103470,2198983,10.0,0.0
50868,2714900,3.0,3.0
24064,30985931,8.0,3.0
17759,28379323,10.0,0.0
17759,18349165,10.0,0.0
103470,37673539,10.0,0.0
17759,89641622,10.0,0.0
23386,8749817,13.0,3.0
4542800,8763,3.0,3.0
11015852,73204718,10.0,0.0
143347,14834124,10.0,0.0
17759,135454835,10.0,0.0
115492,111821926,3.0,3.0
85120,11317554,8.0,3.0
1767044,29826097,5.0,0.0
2299919,30845488,13.0,3.0
17759,4900,3.0,3.0
1767044,3468479,8.0,3.0
22152,10493018,8.0,3.0
17759,29933839,10.0,0.0
143347,3023489,10.0,0.0
5963918,10379711,5.0,0.0
126282,29490691,10.0,0.0
5963918,29312779,10.0,0.0
2299919,4042505,3.0,3.0
24064,50629364,3.0,3.0
2299919,10368899,10.0,0.0
48368,4074,3.0,3.0
17759,23370406,8.0,3.0
5963918,8007657,3.0,3.0
5963918,64306889,10.0,0.0
24064,30434198,3.0,3.0
5963918,10923775,3.0,3.0
5963918,66029677,5.0,0.0
5963918,45184206,3.0,3.0
3206,8721691,3.0,3.0
2299919,30854040,13.0,3.0
1767044,67359422,5.0,0.0
24064,7704341,5.0,0.0
24064,10193527,3.0,3.0
60647,60804,8.0,3.0
115492,303471,3.0,3.0
3206,39199622,8.0,3.0
98305,21715794,10.0,0.0
2272551,8786043,10.0,0.0
24064,115705,3.0,3.0
159487,30033175,3.0,3.0
48368,30807520,13.0,3.0
46815,63333882,5.0,0.0
1767044,59831910,10.0,0.0
11015852,137271652,10.0,0.0
100287,867354,3.0,3.0
60647,36478342,10.0,0.0
3206,11140376,3.0,3.0
143347,48141032,8.0,3.0
115492,22627851,10.0,0.0
22152,466100,10.0,0.0
115492,199330,5.0,0.0
1767044,29046978,10.0,0.0
17759,5035922,10.0,0.0
48368,5081606,3.0,3.0
85120,159220,5.0,0.0
69115,18075399,10.0,0.0
17759,28108,10.0,0.0
98279,2160931,5.0,0.0
126282,28858802,5.0,0.0
103470,38306085,10.0,0.0
17759,8621553,5.0,0.0
98305,16085723,3.0,3.0
