28655,10864,,,,
170751,10864,,,,
85258,10864,,,,
2974241,10864,,,,
21080696,10864,,,,
23732,10864,,,,
112145,10864,,,,
7308742,10864,,,,
7906617,10864,,,,
7606214,10864,,,,
7449876,10864,,,,
34073375,10864,,,,
88532541,10864,,,,
88513096,10864,,,,
72731852,10864,,,,
52411971,10864,,,,
28198160,10864,,,,
737993,10864,,,,
17992953,10864,,,,
4376706,10864,,,,
2648504,10864,,,,
3162388,10864,,,,
675,10864,,,,
25866253,10864,,,,
4933942,10864,,,,
4846,10864,,,,
4376708,10864,,,,
11734247,10864,,,,
1948663,10864,,,,
6439545,10864,,,,
23522391,10864,,,,
7492963,10864,,,,
8260894,10864,,,,
11072234,10864,,,,
24397,10864,,,,
2249947,10864,,,,
9697518,10864,,,,
11450253,10864,,,,
5534759,10864,,,2014-06-11 22:19:14,3.0
776259,10864,,,,
3708250,10864,,,,
10087379,10864,,,,
11710311,10864,,,,
10032178,10864,,,,
4748570,10864,,,,
30495588,10864,,,,
8444482,10864,,,,
12911997,10864,,,,
12752196,10864,,,,
10312252,10864,,,,
6463244,10864,,,,
6019764,10864,,,,
10438220,10864,,,,
19896331,10864,,,,
8452120,10864,,,,
28009,10864,,,,
12310191,10864,,,,
11794225,10864,,,,
13520769,10864,,,,
13142957,10864,,,,
12323580,10864,,,,
29095496,10864,,,,
14060702,10864,,,,
6366458,10864,,,,
543882,10864,,,,
15763756,10864,,,,
5828347,10864,,,,
11338110,10864,,,,
18531315,10864,,,,
18041667,10864,,,,
788585,10864,,,,
14279,10864,,,,
28182544,10864,,,,
19466758,10864,,,,
18645010,10864,,,,
4815838,10864,,,,
20664928,10864,,,,
27536893,10864,,,,
26081450,10864,,,,
22054958,10864,,,,
27430440,10864,,,,
13031965,10864,,,,
1596675,10864,,,,
20078281,10864,,,,
8412255,10864,,,,
25039027,10864,,,,
6464350,10864,,,,
10654358,10864,,,,
28157558,10864,,,,
4235511,10864,,,,
10520143,10864,,,,
28466211,10864,,,,
7480288,10864,,,,
32130080,10864,,,,
4721914,10864,,,,
7149279,10864,,,,
11893143,10864,,,,
33898915,10864,,,,
10941284,10864,,,,
34509334,10864,,,,
4560965,10864,,,2014-06-20 20:06:40,3.0
14642951,10864,,,,
35582205,10864,,,,
31601733,10864,,,,
35890591,10864,,,,
39082627,10864,,,,
28561533,10864,,,,
17121967,10864,,,,
40387152,10864,,,,
43081148,10864,,,,
10265328,10864,,,,
25910132,10864,,,,
32902832,10864,,,,
1055,10864,,,,
160044,10864,,,,
9678863,10864,,,,
4230805,10864,,,,
5880595,10864,,,,
32031813,10864,,,,
44660592,10864,,,,
55957753,10864,,,,
33928435,10864,,,,
3010767,10864,,,,
51091976,10864,,,,
38302834,10864,,,,
41147365,10864,,,,
8815870,10864,,,,
77259055,10864,,,,
53488358,10864,,,,
61935354,10864,,,,
7733516,10864,,,,
108518077,10864,,,,
81464637,10864,,,,
113195509,10864,,,,
78278909,10864,,,,
52626008,10864,,,,
118975900,10864,,,,
68825634,10864,,,,
72351807,10864,,,,
29102636,10864,,,,
19225,10864,,,,
4255527,10864,,,,
17743183,10864,,,,
3377,10864,,,2011-06-01 17:45:36,3.0
1641794,10864,,,,
4708601,10864,,,2011-07-29 19:19:00,3.0
3086437,10864,,,,
1030091,10864,,,,
3677756,10864,,,,
8938427,10864,,,,
2356511,10864,,,,
3275127,10864,,,,
31893509,10864,,,,
7687582,10864,,,,
334,10864,,,,
2925781,10864,,,,
3815119,10864,,,,
9218672,10864,,,,
11153499,10864,,,,
6301,10864,,,,
3818,10864,,,,
854933,10864,,,,
20910048,10864,,,,
22067623,10864,,,,
27095471,10864,,,,
10815238,10864,,,,
23413579,10864,,,,
27263438,10864,,,,
24358636,10864,,,,
16351078,10864,,,,
5507363,10864,,,,
3545,10864,,,,
35115993,10864,,,,
3905191,10864,,,,
43480740,10864,,,,
22015744,10864,,,,
23575859,10864,,,,
58668740,10864,,,,
48117887,10864,,,,
61135486,10864,,,,
34452887,10864,,,,
32118325,10864,,,,
79408612,10864,,,,
49205409,10864,,,,
80896235,10864,,,,
55221523,10864,,,,
69826495,10864,,,,
18789401,10864,,,,
33556139,10864,,,,
36429,10864,,,,
28290,10864,,,,
37081920,10864,,,,
8108,10864,,,,
2653030,10864,,,,
371785,10864,,,,
3082669,10864,,,,
9098258,10864,,,,
