2049,24326,3.0,3.0
2049,5538708,3.0,3.0
421,10759279,3.0,3.0
1779,42705905,5.0,0.0
896,5210,3.0,3.0
421,18521760,3.0,3.0
1779,22049560,5.0,0.0
271,6593068,10.0,0.0
421,39059518,3.0,3.0
896,10382427,3.0,3.0
421,12482425,3.0,3.0
421,4871204,3.0,3.0
421,7201254,3.0,3.0
1004,66200654,10.0,0.0
1029,40726,3.0,3.0
1779,6276214,5.0,0.0
896,991826,10.0,0.0
604,4647044,10.0,0.0
1294,4261912,10.0,0.0
896,1718979,10.0,0.0
421,16462,3.0,3.0
1779,3583539,10.0,0.0
1004,9530622,10.0,0.0
421,85362,3.0,3.0
1779,18367938,10.0,0.0
1294,12744343,3.0,3.0
1779,53567392,8.0,3.0
421,19192433,3.0,3.0
1779,27371762,5.0,0.0
1004,11014169,10.0,0.0
896,5877288,3.0,3.0
421,36775079,3.0,3.0
1029,15841,3.0,3.0
421,6301,3.0,3.0
896,40908512,3.0,3.0
421,4321408,8.0,3.0
1779,22150465,5.0,0.0
421,104747907,3.0,3.0
2049,11277,3.0,3.0
2049,25511688,5.0,0.0
2078,36599718,8.0,3.0
271,5886386,10.0,0.0
1029,24820188,5.0,0.0
1779,12306299,5.0,0.0
896,127489753,10.0,0.0
1294,87582044,10.0,0.0
1294,80561130,8.0,3.0
1779,23729186,5.0,0.0
604,8104989,10.0,0.0
1779,68620550,5.0,0.0
2078,5919265,10.0,0.0
421,32136,3.0,3.0
421,17859021,3.0,3.0
421,23383,3.0,3.0
1029,9752788,3.0,3.0
1779,9314,3.0,3.0
2049,3479,3.0,3.0
497,390,3.0,3.0
421,89843409,3.0,3.0
421,83900541,10.0,0.0
421,1155356,3.0,3.0
896,39121,10.0,0.0
421,4280930,3.0,3.0
421,38198088,10.0,0.0
896,4569791,10.0,0.0
1029,8354467,10.0,0.0
2078,25997,3.0,3.0
421,50893902,3.0,3.0
421,19631,3.0,3.0
978,29301854,10.0,0.0
421,63185372,10.0,0.0
421,294133,3.0,3.0
1779,29855952,5.0,0.0
421,10232985,10.0,0.0
1779,17698063,5.0,0.0
1294,30464995,10.0,0.0
1779,19962469,5.0,0.0
2078,5640,3.0,3.0
2049,11657099,3.0,3.0
421,32709320,3.0,3.0
604,40446271,5.0,0.0
896,87621167,3.0,3.0
421,44806907,8.0,3.0
421,73200,3.0,3.0
1779,3208,3.0,3.0
1779,4724536,5.0,0.0
1029,11734247,3.0,3.0
604,15744636,10.0,0.0
1029,15167392,3.0,3.0
1779,339669,10.0,0.0
421,41110724,3.0,3.0
421,18886095,3.0,3.0
1910,31010853,3.0,3.0
1029,18018828,3.0,3.0
421,107658,3.0,3.0
421,2442020,3.0,3.0
421,10970112,3.0,3.0
1779,2882,5.0,0.0
421,3371873,10.0,0.0
421,15532915,10.0,0.0
896,35079601,10.0,0.0
1779,38987375,3.0,3.0
1910,27918,3.0,3.0
604,4988742,10.0,0.0
1779,5354969,10.0,0.0
1029,12861171,5.0,0.0
421,21244550,3.0,3.0
421,14915,3.0,3.0
271,18092563,10.0,0.0
2049,6880187,10.0,0.0
2078,3342,5.0,0.0
421,22981,3.0,3.0
1294,4314879,5.0,0.0
421,124937980,3.0,3.0
2049,7415,3.0,3.0
1779,7309827,3.0,3.0
421,1361330,3.0,3.0
896,1339694,10.0,0.0
421,69009221,3.0,3.0
604,15818856,10.0,0.0
1004,24152966,10.0,0.0
421,76611976,3.0,3.0
1779,32620222,10.0,0.0
421,28812206,3.0,3.0
1029,31761000,3.0,3.0
2078,6488246,5.0,0.0
1029,32356,8.0,3.0
421,3912,3.0,3.0
1779,10063111,5.0,0.0
896,68779,10.0,0.0
421,10532452,10.0,0.0
1779,27122901,3.0,3.0
421,31324381,10.0,0.0
421,2217763,10.0,0.0
1029,5563416,3.0,3.0
421,9612082,3.0,3.0
421,1485648,3.0,3.0
1779,33371684,5.0,0.0
1779,1392959,5.0,0.0
421,32430042,5.0,0.0
